"tool_final","Orthogroup","Ambrosia","Non_Ambrosia","NumberGenes"
"Lipase","N0.HOG0004226",2,2,367
"Lipase","N0.HOG0004227",0,2,986
"Lipase","N0.HOG0004228",4,3.5,8
"Lipase","N0.HOG0004229",1,1,466
"Lipase","N0.HOG0004230",2,1,161
"Lipase","N0.HOG0004231",0,2,986
"Lipase","N0.HOG0004232",1,1,466
"Lipase","N0.HOG0004233",2,3,50
"Lipase","N0.HOG0004240",2,2,367
"Lipase","N0.HOG0004241",0,2,986
"Lipase","N0.HOG0004247",0,3,185
"Lipase","N0.HOG0004248",1,1,466
"Lipase","N0.HOG0004249",5,0,25
"Lipase","N0.HOG0004253",0,1,644
"Lipase","N0.HOG0004254",0,2,986
"Lipase","N0.HOG0004256",1,1,466
"Lipase","N0.HOG0004259",0,1,644
"Lipase","N0.HOG0004266",2,2,367
"Lipase","N0.HOG0004268",1,1,466
"Lipase","N0.HOG0004271",2,0,620
"Lipase","N0.HOG0004273",2,2,367
"Lipase","N0.HOG0004274",0,2,986
"Lipase","N0.HOG0004276",0,2,986
"Lipase","N0.HOG0004279",2,0,620
"Lipase","N0.HOG0004281",0,2,986
"Lipase","N0.HOG0004282",1,1,466
"Lipase","N0.HOG0004285",0,2,986
"Lipase","N0.HOG0004287",2,1,161
"Lipase","N0.HOG0004294",0,3,185
"Lipase","N0.HOG0004296",1,1,466
"Lipase","N0.HOG0004298",2,0,620
"Lipase","N0.HOG0004299",0,1,644
"Lipase","N0.HOG0004301",1,1,466
"Lipase","N0.HOG0004312",0,3,185
"Lipase","N0.HOG0004318",0,29,1
"Lipase","N0.HOG0004322",0,2,986
"Lipase","N0.HOG0004323",2,1,161
"Lipase","N0.HOG0004324",2,1,161
"Lipase","N0.HOG0004325",1,1,466
"Lipase","N0.HOG0004326",2,1,161
"Lipase","N0.HOG0004327",0,2,986
"Lipase","N0.HOG0004328",0,2,986
"Lipase","N0.HOG0004330",1,1,466
"Lipase","N0.HOG0004331",1,1,466
"Lipase","N0.HOG0004333",0,2,986
"Lipase","N0.HOG0004334",0,2,986
"Lipase","N0.HOG0004339",0,2,986
"Lipase","N0.HOG0004341",2,2,367
"Lipase","N0.HOG0004342",1,0,184
"Lipase","N0.HOG0004347",2,5,4
"Lipase","N0.HOG0004353",0,2,986
"Lipase","N0.HOG0004355",2,0,620
"Lipase","N0.HOG0004360",2,2.5,18
"Lipase","N0.HOG0004365",1,1,466
"Lipase","N0.HOG0004366",0,1,644
"Lipase","N0.HOG0004368",0,1.5,55
"Lipase","N0.HOG0004369",2,0,620
"Lipase","N0.HOG0004370",0,2,986
"Lipase","N0.HOG0004371",1,1,466
"Lipase","N0.HOG0004374",0,1,644
"Lipase","N0.HOG0004376",2,0,620
"Lipase","N0.HOG0004380",2,2,367
"Lipase","N0.HOG0004387",2,0,620
"Lipase","N0.HOG0004392",0,11,9
"Lipase","N0.HOG0004395",0,1,644
"Lipase","N0.HOG0004397",0,1,644
"Lipase","N0.HOG0004399",1,1,466
"Lipase","N0.HOG0004401",2,0,620
"Lipase","N0.HOG0004405",2,0,620
"Lipase","N0.HOG0004407",1,1,466
"Lipase","N0.HOG0004409",0,1,644
"Lipase","N0.HOG0004412",0,1.5,55
"Lipase","N0.HOG0004413",0,2,986
"Lipase","N0.HOG0004414",0,2,986
"Lipase","N0.HOG0004416",0,1,644
"Lipase","N0.HOG0004419",0,4,125
"Lipase","N0.HOG0004421",1,1,466
"Lipase","N0.HOG0004441",1.5,1,26
"Lipase","N0.HOG0004443",0,2,986
"Lipase","N0.HOG0004444",1,1,466
"Lipase","N0.HOG0004450",1,1,466
"Lipase","N0.HOG0004459",0,7,20
"Lipase","N0.HOG0004463",1,1,466
"Lipase","N0.HOG0004464",0,1,644
"Lipase","N0.HOG0004469",0,13,5
"Lipase","N0.HOG0004473",0,2,986
"Lipase","N0.HOG0004474",0,2,986
"Lipase","N0.HOG0004475",0,2,986
"Lipase","N0.HOG0004477",0,1,644
"Lipase","N0.HOG0004480",0,2,986
"Lipase","N0.HOG0004490",2,2,367
"Lipase","N0.HOG0004494",2,0,620
"Lipase","N0.HOG0004495",4,0,65
"Lipase","N0.HOG0004496",1,1,466
"Lipase","N0.HOG0004499",0,1,644
"Lipase","N0.HOG0004502",2,2,367
"Lipase","N0.HOG0004503",3,3.5,6
"Lipase","N0.HOG0004504",0,1,644
"Lipase","N0.HOG0004507",0,2,986
"Lipase","N0.HOG0004512",1,0,184
"Lipase","N0.HOG0004520",0,1,644
"Lipase","N0.HOG0004522",0,1,644
"Lipase","N0.HOG0004531",2,0,620
"Lipase","N0.HOG0004534",1,1,466
"Lipase","N0.HOG0004538",0,2,986
"Lipase","N0.HOG0004540",1,1.5,30
"Lipase","N0.HOG0004546",5,3,11
"Lipase","N0.HOG0004550",0,2,986
"Lipase","N0.HOG0004552",0,1,644
"Lipase","N0.HOG0004553",0,1,644
"Lipase","N0.HOG0004558",0,1,644
"Lipase","N0.HOG0004561",1,0,184
"Lipase","N0.HOG0004563",1,1,466
"Lipase","N0.HOG0004564",0,2,986
"Lipase","N0.HOG0004565",0,2,986
"Lipase","N0.HOG0004566",1,0,184
"Lipase","N0.HOG0004567",0,2,986
"Lipase","N0.HOG0004578",0,1,644
"Lipase","N0.HOG0004581",1,1,466
"Lipase","N0.HOG0004583",1,1,466
"Lipase","N0.HOG0004585",0,2,986
"Lipase","N0.HOG0004595",0,2,986
"Lipase","N0.HOG0004598",0,3,185
"Lipase","N0.HOG0004599",1,1,466
"Lipase","N0.HOG0004600",0,2.5,19
"Lipase","N0.HOG0004602",0,2,986
"Lipase","N0.HOG0004606",0,19,1
"Lipase","N0.HOG0004610",2,2,367
"Lipase","N0.HOG0004613",2,1,161
"Lipase","N0.HOG0004625",0,2,986
"Lipase","N0.HOG0004632",1,1,466
"Lipase","N0.HOG0004633",1,1,466
"Lipase","N0.HOG0004637",0,1,644
"Lipase","N0.HOG0004640",0,1,644
"Lipase","N0.HOG0004641",0,1,644
"Lipase","N0.HOG0004642",0,5,68
"Lipase","N0.HOG0004646",0,1,644
"Lipase","N0.HOG0004648",0,2,986
"Lipase","N0.HOG0004657",2,0,620
"Lipase","N0.HOG0004659",0,2,986
"Lipase","N0.HOG0004661",2,0,620
"Lipase","N0.HOG0004662",1,1,466
"Lipase","N0.HOG0004664",2,0,620
"Lipase","N0.HOG0004665",0,2,986
"Lipase","N0.HOG0004666",1,1,466
"Lipase","N0.HOG0004667",0,3,185
"Lipase","N0.HOG0004668",0,2,986
"Lipase","N0.HOG0004669",2,0,620
"Lipase","N0.HOG0004674",1,1,466
"Lipase","N0.HOG0004675",2,0,620
"Lipase","N0.HOG0004681",2,1,161
"Lipase","N0.HOG0004682",2,0,620
"Lipase","N0.HOG0004684",0,1,644
"Lipase","N0.HOG0004685",2,0,620
"Lipase","N0.HOG0004686",0,3,185
"Lipase","N0.HOG0004690",2,1.5,44
"Lipase","N0.HOG0004694",0,1.5,55
"Lipase","N0.HOG0004699",0,2,986
"Lipase","N0.HOG0004711",0,1,644
"Lipase","N0.HOG0004714",0,2,986
"Lipase","N0.HOG0004722",0,1.5,55
"Lipase","N0.HOG0004729",0,2,986
"Lipase","N0.HOG0004731",1,1,466
"Lipase","N0.HOG0004735",2.5,2,13
"Lipase","N0.HOG0004738",1,1,466
"Lipase","N0.HOG0004744",2,2,367
"Lipase","N0.HOG0004745",2,0,620
"Lipase","N0.HOG0004746",1,1,466
"Lipase","N0.HOG0004753",2,2,367
"Lipase","N0.HOG0004754",0,2,986
"Lipase","N0.HOG0004755",0,2,986
"Lipase","N0.HOG0004756",0,2,986
"Lipase","N0.HOG0004757",0,1,644
"Lipase","N0.HOG0004758",2,2,367
"Lipase","N0.HOG0004759",2,0,620
"Lipase","N0.HOG0004763",0,3,185
"Lipase","N0.HOG0004766",1,1,466
"Lipase","N0.HOG0004770",0,8,21
"Lipase","N0.HOG0004772",0,4,125
"Lipase","N0.HOG0004774",2,0,620
"Lipase","N0.HOG0004776",0,1,644
"Lipase","N0.HOG0004779",0,2,986
"Lipase","N0.HOG0004784",0,2,986
"Lipase","N0.HOG0004785",2,0,620
"Lipase","N0.HOG0004786",2,1.5,44
"Lipase","N0.HOG0004787",0,1,644
"Lipase","N0.HOG0004792",0,1,644
"Lipase","N0.HOG0004795",0,1.5,55
"Lipase","N0.HOG0004796",0,6,41
"Lipase","N0.HOG0004797",0,2,986
"Lipase","N0.HOG0004801",2,2,367
"Lipase","N0.HOG0004802",0,1,644
"Lipase","N0.HOG0004803",3,0,95
"Lipase","N0.HOG0004804",2,2,367
"Lipase","N0.HOG0004808",2,0,620
"Lipase","N0.HOG0004813",2,3,50
"Lipase","N0.HOG0004814",0,1,644
"Lipase","N0.HOG0004816",2,2,367
"Lipase","N0.HOG0004817",2,2,367
"Lipase","N0.HOG0004819",2,0,620
"Lipase","N0.HOG0004822",2,0,620
"Lipase","N0.HOG0004832",0,2,986
"Lipase","N0.HOG0004834",0,1,644
"Lipase","N0.HOG0004836",2,0,620
"Lipase","N0.HOG0004839",0,1.5,55
"Lipase","N0.HOG0004840",0,1,644
"Lipase","N0.HOG0004844",2,2,367
"Lipase","N0.HOG0004851",1,1,466
"Lipase","N0.HOG0004857",0,1,644
"Lipase","N0.HOG0004859",0,1,644
"Lipase","N0.HOG0004861",2,0,620
"Lipase","N0.HOG0004865",1,1,466
"Lipase","N0.HOG0004867",1,0,184
"Lipase","N0.HOG0004872",0,2,986
"Lipase","N0.HOG0004874",2,2,367
"Lipase","N0.HOG0004880",0,2,986
"Lipase","N0.HOG0004885",1,1,466
"Lipase","N0.HOG0004889",2,1,161
"Lipase","N0.HOG0004890",0,2,986
"Lipase","N0.HOG0004895",0,2,986
"Lipase","N0.HOG0004898",0,2,986
"Lipase","N0.HOG0004903",2,0,620
"Lipase","N0.HOG0004907",2,2,367
"Lipase","N0.HOG0004913",2,0,620
"Lipase","N0.HOG0004914",0,2,986
"Lipase","N0.HOG0004918",2,0,620
"Lipase","N0.HOG0004922",3,0,95
"Lipase","N0.HOG0004925",1,0,184
"Lipase","N0.HOG0004926",2,1,161
"Lipase","N0.HOG0004928",0,5,68
"Lipase","N0.HOG0004930",2,0,620
"Lipase","N0.HOG0004932",0,3,185
"Lipase","N0.HOG0004934",0,2,986
"Lipase","N0.HOG0004938",0,1,644
"Lipase","N0.HOG0004940",0,2,986
"Lipase","N0.HOG0004941",2,0,620
"Lipase","N0.HOG0004943",0,2,986
"Lipase","N0.HOG0004944",0,2.5,19
"Lipase","N0.HOG0004945",2,2,367
"Lipase","N0.HOG0004947",0,2,986
"Lipase","N0.HOG0004951",0,5,68
"Lipase","N0.HOG0004952",0,2,986
"Lipase","N0.HOG0004953",2,0,620
"Lipase","N0.HOG0004954",0,1,644
"Lipase","N0.HOG0004956",1,1,466
"Lipase","N0.HOG0004960",0,1,644
"Lipase","N0.HOG0004961",0,4,125
"Lipase","N0.HOG0004966",1,1,466
"Lipase","N0.HOG0004969",0,1,644
"Lipase","N0.HOG0004972",2,2,367
"Lipase","N0.HOG0004973",2,2,367
"Lipase","N0.HOG0004979",0,1,644
"Lipase","N0.HOG0004986",0,1,644
"Lipase","N0.HOG0004989",1,2,119
"Lipase","N0.HOG0004993",0,1,644
"Lipase","N0.HOG0004995",0,2,986
"Lipase","N0.HOG0005002",0,1,644
"Lipase","N0.HOG0005004",0,2,986
"Lipase","N0.HOG0005009",0,1,644
"Lipase","N0.HOG0005013",0,2,986
"Lipase","N0.HOG0005016",0,2,986
"Lipase","N0.HOG0005019",2,0,620
"Lipase","N0.HOG0005020",1,2,119
"Lipase","N0.HOG0005021",2,0,620
"Lipase","N0.HOG0005025",0,1,644
"Lipase","N0.HOG0005029",0,1,644
"Lipase","N0.HOG0005034",2,0,620
"Lipase","N0.HOG0005038",0,6,41
"Lipase","N0.HOG0005040",1,1,466
"Lipase","N0.HOG0005044",0,1.5,55
"Lipase","N0.HOG0005047",1,1,466
"Lipase","N0.HOG0005051",0,2,986
"Lipase","N0.HOG0005053",0,1,644
"Lipase","N0.HOG0005055",2,0,620
"Lipase","N0.HOG0005056",2,2,367
"Lipase","N0.HOG0005061",0,2,986
"Lipase","N0.HOG0005071",0,2,986
"Lipase","N0.HOG0005074",0,2,986
"Lipase","N0.HOG0005076",1,1,466
"Lipase","N0.HOG0005078",0,1,644
"Lipase","N0.HOG0005079",0,1,644
"Lipase","N0.HOG0005088",2,2,367
"Lipase","N0.HOG0005089",0,1,644
"Lipase","N0.HOG0005090",2,2,367
"Lipase","N0.HOG0005095",1,2,119
"Lipase","N0.HOG0005096",3,2,61
"Lipase","N0.HOG0005101",1,2,119
"Lipase","N0.HOG0005106",2,0,620
"Lipase","N0.HOG0005112",0,1,644
"Lipase","N0.HOG0005115",0,2,986
"Lipase","N0.HOG0005118",2,0,620
"Lipase","N0.HOG0005120",1,1,466
"Lipase","N0.HOG0005126",0,2,986
"Lipase","N0.HOG0005127",0,1,644
"Lipase","N0.HOG0005128",2,2,367
"Lipase","N0.HOG0005133",0,2,986
"Lipase","N0.HOG0005137",1,1,466
"Lipase","N0.HOG0005148",0,2,986
"Lipase","N0.HOG0005151",0,2,986
"Lipase","N0.HOG0005152",0,2,986
"Lipase","N0.HOG0005155",0,1,644
"Lipase","N0.HOG0005156",0,2,986
"Lipase","N0.HOG0005157",1.5,2,29
"Lipase","N0.HOG0005158",0,2,986
"Lipase","N0.HOG0005159",0,1,644
"Lipase","N0.HOG0005162",2,0,620
"Lipase","N0.HOG0005164",1,1,466
"Lipase","N0.HOG0005170",0,1,644
"Lipase","N0.HOG0005171",0,2,986
"Lipase","N0.HOG0005172",0,2,986
"Lipase","N0.HOG0005187",0,2,986
"Lipase","N0.HOG0005188",1,1,466
"Lipase","N0.HOG0005191",1,1,466
"Lipase","N0.HOG0005201",1,1,466
"Lipase","N0.HOG0005203",1,1,466
"Lipase","N0.HOG0005204",2,0,620
"Lipase","N0.HOG0005207",2,2,367
"Lipase","N0.HOG0005210",0,1,644
"Lipase","N0.HOG0005213",0,1.5,55
"Lipase","N0.HOG0005214",0,2,986
"Lipase","N0.HOG0005217",1,1.5,30
"Lipase","N0.HOG0005218",2,1,161
"Lipase","N0.HOG0005222",2,2.5,18
"Lipase","N0.HOG0005225",5,5,9
"Lipase","N0.HOG0005231",0,3,185
"Lipase","N0.HOG0005235",2,2,367
"Lipase","N0.HOG0005236",1,0,184
"Lipase","N0.HOG0005237",4,2,27
"Lipase","N0.HOG0005239",0,2,986
"Lipase","N0.HOG0005240",1,1,466
"Lipase","N0.HOG0005242",0,1,644
"Lipase","N0.HOG0005244",0,1,644
"Lipase","N0.HOG0005251",2,2,367
"Lipase","N0.HOG0005252",2,2,367
"Lipase","N0.HOG0005257",1,1,466
"Lipase","N0.HOG0005259",3,4,16
"Lipase","N0.HOG0005262",0,1,644
"Lipase","N0.HOG0005263",0,1,644
"Lipase","N0.HOG0005265",2,3,50
"Lipase","N0.HOG0005266",0,4,125
"Lipase","N0.HOG0005267",5,4,12
"Lipase","N0.HOG0005273",2,3,50
"Lipase","N0.HOG0005286",2,2,367
"Lipase","N0.HOG0005289",2,0,620
"Lipase","N0.HOG0005292",0,1,644
"Lipase","N0.HOG0005293",0,4,125
"Lipase","N0.HOG0005297",0,1,644
"Lipase","N0.HOG0005300",0,6,41
"Lipase","N0.HOG0005302",1,2,119
"Lipase","N0.HOG0005304",0,2,986
"Lipase","N0.HOG0005310",0,1,644
"Lipase","N0.HOG0005312",1,1,466
"Lipase","N0.HOG0005315",0,2,986
"Lipase","N0.HOG0005317",1,1,466
"Lipase","N0.HOG0005319",0,1,644
"Lipase","N0.HOG0005320",2,0,620
"Lipase","N0.HOG0005321",3,2,61
"Lipase","N0.HOG0005327",2,0,620
"Lipase","N0.HOG0005328",0,2,986
"Lipase","N0.HOG0005344",1,1,466
"Lipase","N0.HOG0005345",0,1,644
"Lipase","N0.HOG0005346",2,0,620
"Lipase","N0.HOG0005352",0,1,644
"Lipase","N0.HOG0005357",1,0,184
"Lipase","N0.HOG0005358",1,1,466
"Lipase","N0.HOG0005364",1,2,119
"Lipase","N0.HOG0005366",2,0,620
"Lipase","N0.HOG0005367",0,1,644
"Lipase","N0.HOG0005368",5,0,25
"Lipase","N0.HOG0005369",0,2,986
"Lipase","N0.HOG0005370",1,1,466
"Lipase","N0.HOG0005371",1,1,466
"Lipase","N0.HOG0005374",0,2,986
"Lipase","N0.HOG0005395",1,0,184
"Lipase","N0.HOG0005400",0,1,644
"Lipase","N0.HOG0005404",1,1,466
"Lipase","N0.HOG0005413",0,4,125
"Lipase","N0.HOG0005417",0,2,986
"Lipase","N0.HOG0005419",0,1,644
"Lipase","N0.HOG0005423",0,2,986
"Lipase","N0.HOG0005424",0,2,986
"Lipase","N0.HOG0005430",0,5,68
"Lipase","N0.HOG0005432",1,1,466
"Lipase","N0.HOG0005434",0,2,986
"Lipase","N0.HOG0005435",1,1,466
"Lipase","N0.HOG0005437",0,1,644
"Lipase","N0.HOG0005438",1,1,466
"Lipase","N0.HOG0005439",2,0,620
"Lipase","N0.HOG0005440",8,4,2
"Lipase","N0.HOG0005452",2,0,620
"Lipase","N0.HOG0005455",0,3,185
"Lipase","N0.HOG0005468",2,0,620
"Lipase","N0.HOG0005470",0,1,644
"Lipase","N0.HOG0005474",2,2,367
"Lipase","N0.HOG0005478",2,0,620
"Lipase","N0.HOG0005480",0,5,68
"Lipase","N0.HOG0005482",2,1,161
"Lipase","N0.HOG0005484",4,0,65
"Lipase","N0.HOG0005485",0,1,644
"Lipase","N0.HOG0005486",0,2,986
"Lipase","N0.HOG0005488",0,1,644
"Lipase","N0.HOG0005489",0,2,986
"Lipase","N0.HOG0005491",0,2,986
"Lipase","N0.HOG0005492",0,2,986
"Lipase","N0.HOG0005493",0,2,986
"Lipase","N0.HOG0005494",0,1,644
"Lipase","N0.HOG0005495",0,2,986
"Lipase","N0.HOG0005497",1,1,466
"Lipase","N0.HOG0005504",0,2,986
"Lipase","N0.HOG0005506",0,1,644
"Lipase","N0.HOG0005507",0,1,644
"Lipase","N0.HOG0005515",1,1,466
"Lipase","N0.HOG0005528",0,1,644
"Lipase","N0.HOG0005531",1,1,466
"Lipase","N0.HOG0005540",0,1,644
"Lipase","N0.HOG0005544",0,2,986
"Lipase","N0.HOG0005546",1,1,466
"Lipase","N0.HOG0005550",0,2,986
"Lipase","N0.HOG0005551",1,1,466
"Lipase","N0.HOG0005554",0,2,986
"Lipase","N0.HOG0005555",0,2,986
"Lipase","N0.HOG0005556",1,1,466
"Lipase","N0.HOG0005560",2,1,161
"Lipase","N0.HOG0005561",0,1,644
"Lipase","N0.HOG0005562",0,1,644
"Lipase","N0.HOG0005563",0,2,986
"Lipase","N0.HOG0005564",4,0,65
"Lipase","N0.HOG0005566",2,1,161
"Lipase","N0.HOG0005567",0,2,986
"Lipase","N0.HOG0005570",0,1,644
"Lipase","N0.HOG0005571",2,0,620
"Lipase","N0.HOG0005572",0,1,644
"Lipase","N0.HOG0005576",0,1,644
"Lipase","N0.HOG0005584",0,4,125
"Lipase","N0.HOG0005587",1,1,466
"Lipase","N0.HOG0005589",2,2.5,18
"Lipase","N0.HOG0005591",0,4,125
"Lipase","N0.HOG0005594",0,1,644
"Lipase","N0.HOG0005597",0,2,986
"Lipase","N0.HOG0005598",0,1,644
"Lipase","N0.HOG0005599",1,1,466
"Lipase","N0.HOG0005601",1,1,466
"Lipase","N0.HOG0005604",1,1,466
"Lipase","N0.HOG0005608",0,1,644
"Lipase","N0.HOG0005613",1,1,466
"Lipase","N0.HOG0005621",2.5,2,13
"Lipase","N0.HOG0005622",0,1,644
"Lipase","N0.HOG0005623",3,0,95
"Lipase","N0.HOG0005625",0,2,986
"Lipase","N0.HOG0005633",5,3,11
"Lipase","N0.HOG0005637",4,2,27
"Lipase","N0.HOG0005638",0,3,185
"Lipase","N0.HOG0005642",0,2,986
"Lipase","N0.HOG0005647",0,1,644
"Lipase","N0.HOG0005648",1,1,466
"Lipase","N0.HOG0005649",0,2,986
"Lipase","N0.HOG0005652",0,2,986
"Lipase","N0.HOG0005655",0,1,644
"Lipase","N0.HOG0005658",1,4,6
"Lipase","N0.HOG0005660",0,2,986
"Lipase","N0.HOG0005663",0,1,644
"Lipase","N0.HOG0005665",2,0,620
"Lipase","N0.HOG0005668",0,1,644
"Lipase","N0.HOG0005674",0,1,644
"Lipase","N0.HOG0005675",2,0,620
"Lipase","N0.HOG0005677",1,0,184
"Lipase","N0.HOG0005681",2,0,620
"Lipase","N0.HOG0005683",0,2,986
"Lipase","N0.HOG0005687",1,1,466
"Lipase","N0.HOG0005691",0,6,41
"Lipase","N0.HOG0005692",0,2,986
"Lipase","N0.HOG0005693",0,2,986
"Lipase","N0.HOG0005697",2,0,620
"Lipase","N0.HOG0005698",0,2,986
"Lipase","N0.HOG0005700",0,2,986
"Lipase","N0.HOG0005704",0,2,986
"Lipase","N0.HOG0005706",2,2,367
"Lipase","N0.HOG0005715",0,2,986
"Lipase","N0.HOG0005722",2,0,620
"Lipase","N0.HOG0005741",5,0,25
"Lipase","N0.HOG0005747",5,2,8
"Lipase","N0.HOG0005748",0,2,986
"Lipase","N0.HOG0005750",0,1,644
"Lipase","N0.HOG0005753",1,2,119
"Lipase","N0.HOG0005758",2,2,367
"Lipase","N0.HOG0005760",1,1,466
"Lipase","N0.HOG0005763",1,0,184
"Lipase","N0.HOG0005769",0,1,644
"Lipase","N0.HOG0005772",1,1,466
"Lipase","N0.HOG0005773",0,1,644
"Lipase","N0.HOG0005775",2,0,620
"Lipase","N0.HOG0005782",2,2,367
"Lipase","N0.HOG0005786",1,0,184
"Lipase","N0.HOG0005790",0,1,644
"Lipase","N0.HOG0005794",1,1,466
"Lipase","N0.HOG0005795",0,3,185
"Lipase","N0.HOG0005798",0,2,986
"Lipase","N0.HOG0005799",1,1,466
"Lipase","N0.HOG0005801",0,1,644
"Lipase","N0.HOG0005804",2,0,620
"Lipase","N0.HOG0005809",1,1,466
"Lipase","N0.HOG0005810",2,2,367
"Lipase","N0.HOG0005812",1,1,466
"Lipase","N0.HOG0005813",0,2,986
"Lipase","N0.HOG0005815",1,1,466
"Lipase","N0.HOG0005816",0,2,986
"Lipase","N0.HOG0005817",2,0,620
"Lipase","N0.HOG0005818",3,0,95
"Lipase","N0.HOG0005819",0,2,986
"Lipase","N0.HOG0005820",2,0,620
"Lipase","N0.HOG0005828",2,1.5,44
"Lipase","N0.HOG0005831",0,1,644
"Lipase","N0.HOG0005832",2,0,620
"Lipase","N0.HOG0005834",0,6,41
"Lipase","N0.HOG0005835",0,1,644
"Lipase","N0.HOG0005837",0,1,644
"Lipase","N0.HOG0005838",2,1,161
"Lipase","N0.HOG0005839",0,2,986
"Lipase","N0.HOG0005844",0,1,644
"Lipase","N0.HOG0005847",0,2,986
"Lipase","N0.HOG0005850",0,2,986
"Lipase","N0.HOG0005858",2,2,367
"Lipase","N0.HOG0005860",2,0,620
"Lipase","N0.HOG0005861",0,2,986
"Lipase","N0.HOG0005864",0,1,644
"Lipase","N0.HOG0005865",2,0,620
"Lipase","N0.HOG0005867",0,1,644
"Lipase","N0.HOG0005870",2,1,161
"Lipase","N0.HOG0005875",1,2,119
"Lipase","N0.HOG0005876",2,0,620
"Lipase","N0.HOG0005877",0,2,986
"Lipase","N0.HOG0005879",2,0,620
"Lipase","N0.HOG0005882",1,1,466
"Lipase","N0.HOG0005884",0,1,644
"Lipase","N0.HOG0005887",1,1,466
"Lipase","N0.HOG0005890",0,2,986
"Lipase","N0.HOG0005891",2,2,367
"Lipase","N0.HOG0005895",1,1,466
"Lipase","N0.HOG0005897",2,2,367
"Lipase","N0.HOG0005899",2,0,620
"Lipase","N0.HOG0005906",0,2,986
"Lipase","N0.HOG0005907",0,1,644
"Lipase","N0.HOG0005910",0,1,644
"Lipase","N0.HOG0005921",4,2,27
"Lipase","N0.HOG0005930",5,4,12
"Lipase","N0.HOG0005931",1,1,466
"Lipase","N0.HOG0005939",0,2,986
"Lipase","N0.HOG0005942",2,0,620
"Lipase","N0.HOG0005945",1,1,466
"Lipase","N0.HOG0005946",2,1,161
"Lipase","N0.HOG0005948",0,2,986
"Lipase","N0.HOG0005951",0,1,644
"Lipase","N0.HOG0005952",2,2,367
"Lipase","N0.HOG0005953",1,1,466
"Lipase","N0.HOG0005956",0,1,644
"Lipase","N0.HOG0005957",0,1,644
"Lipase","N0.HOG0005958",1,2,119
"Lipase","N0.HOG0005960",0,1,644
"Lipase","N0.HOG0005971",0,1,644
"Lipase","N0.HOG0005974",1,1,466
"Lipase","N0.HOG0005979",0,1,644
"Lipase","N0.HOG0005983",1,1,466
"Lipase","N0.HOG0005984",1,0,184
"Lipase","N0.HOG0005987",0,1,644
"Lipase","N0.HOG0005988",1,1,466
"Lipase","N0.HOG0005990",0,1,644
"Lipase","N0.HOG0005992",0,1,644
"Lipase","N0.HOG0005996",0,2,986
"Lipase","N0.HOG0006003",1,1,466
"Lipase","N0.HOG0006008",6,0,16
"Lipase","N0.HOG0006009",0,4,125
"Lipase","N0.HOG0006014",0,12,3
"Lipase","N0.HOG0006015",2,2,367
"Lipase","N0.HOG0006017",1,1,466
"Lipase","N0.HOG0006022",1,1,466
"Lipase","N0.HOG0006023",0,2,986
"Lipase","N0.HOG0006025",0,1,644
"Lipase","N0.HOG0006026",1,1,466
"Lipase","N0.HOG0006030",1,1,466
"Lipase","N0.HOG0006031",0,2,986
"Lipase","N0.HOG0006034",1,1,466
"Lipase","N0.HOG0006036",1,1,466
"Lipase","N0.HOG0006040",1,1,466
"Lipase","N0.HOG0006041",0,1,644
"Lipase","N0.HOG0006043",2,2,367
"Lipase","N0.HOG0006045",0,1,644
"Lipase","N0.HOG0006047",0,4,125
"Lipase","N0.HOG0006048",0,2,986
"Lipase","N0.HOG0006049",0,1,644
"Lipase","N0.HOG0006053",0,2,986
"Lipase","N0.HOG0006060",2,0,620
"Lipase","N0.HOG0006061",0,2,986
"Lipase","N0.HOG0006065",0,2,986
"Lipase","N0.HOG0006068",1,1,466
"Lipase","N0.HOG0006072",1,2,119
"Lipase","N0.HOG0006079",2,0,620
"Lipase","N0.HOG0006081",0,2,986
"Lipase","N0.HOG0006082",2,2,367
"Lipase","N0.HOG0006087",0,1,644
"Lipase","N0.HOG0006091",2,0,620
"Lipase","N0.HOG0006092",2,0,620
"Lipase","N0.HOG0006093",2,0,620
"Lipase","N0.HOG0006095",2,2,367
"Lipase","N0.HOG0006096",2,2,367
"Lipase","N0.HOG0006100",1,1,466
"Lipase","N0.HOG0006102",1,1,466
"Lipase","N0.HOG0006103",2,0,620
"Lipase","N0.HOG0006106",0,2,986
"Lipase","N0.HOG0006108",1,2,119
"Lipase","N0.HOG0006110",1,1,466
"Lipase","N0.HOG0006116",0,2,986
"Lipase","N0.HOG0006118",2,1,161
"Lipase","N0.HOG0006129",0,2,986
"Lipase","N0.HOG0006135",2,2,367
"Lipase","N0.HOG0006141",0,1,644
"Lipase","N0.HOG0006142",1,2,119
"Lipase","N0.HOG0006145",0,8,21
"Lipase","N0.HOG0006146",0,1,644
"Lipase","N0.HOG0006151",2,2,367
"Lipase","N0.HOG0006152",0,1,644
"Lipase","N0.HOG0006156",4,0,65
"Lipase","N0.HOG0006158",0,1,644
"Lipase","N0.HOG0006159",0,1,644
"Lipase","N0.HOG0006164",2,0,620
"Lipase","N0.HOG0006166",2,0,620
"Lipase","N0.HOG0006168",2,0,620
"Lipase","N0.HOG0006169",2,0,620
"Lipase","N0.HOG0006172",2,0,620
"Lipase","N0.HOG0006176",0,1,644
"Lipase","N0.HOG0006178",1,1,466
"Lipase","N0.HOG0006185",1,1,466
"Lipase","N0.HOG0006186",1,1,466
